"","Team","Opponent","Loss","Win","WinProb","Matches"
"4052","Georgetown","TAM C. Christi",0,1,1,1
"4053","Georgetown","Tennessee",0,1,1,1
"4054","Georgetown","Texas",0,1,1,1
"4055","Georgetown","Towson",0,2,1,2
"4056","Georgetown","UCLA",0,1,1,1
"4057","Georgetown","VA Commonwealth",0,1,1,1
"4058","Georgetown","Villanova",4,1,0.2,5
"4059","Georgetown","W Carolina",0,1,1,1
"4060","Georgetown","Wisconsin",1,0,0,1
"4061","Georgetown","Wright St",0,1,1,1
"4062","Georgetown","Xavier",4,1,0.2,5
"4063","Georgia","Alabama",2,2,0.5,4
"4064","Georgia","Appalachian St",0,1,1,1
"4065","Georgia","Arkansas",4,1,0.2,5
"4066","Georgia","Auburn",2,2,0.5,4
"4067","Georgia","Chattanooga",0,2,1,2
"4068","Georgia","Colorado",1,1,0.5,2
"4069","Georgia","Davidson",1,0,0,1
"4070","Georgia","ETSU",0,1,1,1
"4071","Georgia","FL Atlantic",0,1,1,1
"4072","Georgia","Florida",3,1,0.25,4
"4073","Georgia","Florida A&M",0,1,1,1
"4074","Georgia","Gardner Webb",0,1,1,1
"4075","Georgia","Georgia Tech",3,0,0,3
"4076","Georgia","Gonzaga",1,0,0,1
"4077","Georgia","G Washington",1,1,0.5,2
"4078","Georgia","Indiana",1,0,0,1
"4079","Georgia","Iona",1,0,0,1
"4080","Georgia","Jacksonville",0,1,1,1
"4081","Georgia","Kansas St",0,1,1,1
"4082","Georgia","Kentucky",4,1,0.2,5
"4083","Georgia","Lipscomb",0,1,1,1
"4084","Georgia","LSU",1,3,0.75,4
"4085","Georgia","Mercer",0,2,1,2
"4086","Georgia","Minnesota",1,0,0,1
"4087","Georgia","Mississippi",1,4,0.8,5
"4088","Georgia","Mississippi St",1,3,0.75,4
"4089","Georgia","Missouri",1,3,0.75,4
"4090","Georgia","Nebraska",1,0,0,1
"4091","Georgia","Norfolk St",0,1,1,1
"4092","Georgia","Seton Hall",0,1,1,1
"4093","Georgia","South Carolina",2,5,0.714285714285714,7
"4094","Georgia","Southern Miss",1,0,0,1
"4095","Georgia","South Florida",1,0,0,1
"4096","Georgia","Stony Brook",0,1,1,1
"4097","Georgia","Temple",1,0,0,1
"4098","Georgia","Tennessee",1,3,0.75,4
"4099","Georgia","Texas A&M",0,4,1,4
"4100","Georgia","Troy",0,1,1,1
"4101","Georgia","UCLA",1,0,0,1
"4102","Georgia","USC",0,1,1,1
"4103","Georgia","Vanderbilt",2,2,0.5,4
"4104","Georgia","W Carolina",0,1,1,1
"4105","Georgia","Wofford",0,1,1,1
"4106","Georgia","Youngstown St",1,0,0,1
"4107","Georgia St","Alabama",1,0,0,1
"4108","Georgia St","Appalachian St",1,1,0.5,2
"4109","Georgia St","Arkansas St",0,5,1,5
"4110","Georgia St","Ark Little Rock",1,3,0.75,4
"4111","Georgia St","BYU",1,0,0,1
"4112","Georgia St","Canisius",1,0,0,1
"4113","Georgia St","Chicago St",0,1,1,1
"4114","Georgia St","Colorado St",1,0,0,1
"4115","Georgia St","Delaware",1,0,0,1
"4116","Georgia St","Drexel",2,0,0,2
"4117","Georgia St","Duke",1,0,0,1
"4118","Georgia St","East Carolina",1,1,0.5,2
"4119","Georgia St","Elon",1,0,0,1
"4120","Georgia St","Florida Intl",1,0,0,1
"4121","Georgia St","Ga Southern",2,3,0.6,5
"4122","Georgia St","George Mason",0,1,1,1
"4123","Georgia St","Hofstra",1,1,0.5,2
"4124","Georgia St","Iowa St",1,0,0,1
"4125","Georgia St","IUPUI",0,1,1,1
"4126","Georgia St","James Madison",0,2,1,2
"4127","Georgia St","Liberty",0,1,1,1
"4128","Georgia St","Louisiana Tech",1,0,0,1
"4129","Georgia St","McNeese St",0,1,1,1
"4130","Georgia St","Monmouth NJ",0,1,1,1
"4131","Georgia St","Northeastern",1,1,0.5,2
"4132","Georgia St","Oakland",0,1,1,1
"4133","Georgia St","Old Dominion",1,3,0.75,4
"4134","Georgia St","Rhode Island",1,0,0,1
"4135","Georgia St","South Alabama",0,5,1,5
"4136","Georgia St","Southern Miss",2,1,0.333333333333333,3
"4137","Georgia St","Tennessee St",0,1,1,1
"4138","Georgia St","Texas St",1,3,0.75,4
"4139","Georgia St","Towson",1,1,0.5,2
"4140","Georgia St","Troy",2,3,0.6,5
"4141","Georgia St","ULL",1,5,0.833333333333333,6
"4142","Georgia St","ULM",0,4,1,4
"4143","Georgia St","UNC Wilmington",1,1,0.5,2
"4144","Georgia St","UT Arlington",0,4,1,4
"4145","Georgia St","UT San Antonio",0,1,1,1
"4146","Georgia St","Vanderbilt",1,0,0,1
"4147","Georgia St","W Carolina",0,1,1,1
"4148","Georgia St","WI Green Bay",1,1,0.5,2
"4149","Georgia St","William & Mary",1,1,0.5,2
"4150","Georgia St","W Kentucky",0,2,1,2
"4151","Georgia St","Southern Poly",0,1,1,1
"4152","Georgia St","TN Temple",0,1,1,1
"4153","Georgia St","Young Harris",0,1,1,1
"4154","Georgia Tech","Alabama A&M",0,1,1,1
"4155","Georgia Tech","Alabama St",0,1,1,1
"4156","Georgia Tech","Appalachian St",0,1,1,1
"4157","Georgia Tech","Boston College",3,3,0.5,6
"4158","Georgia Tech","California",1,0,0,1
"4159","Georgia Tech","Charlotte",0,2,1,2
"4160","Georgia Tech","Chattanooga",0,1,1,1
"4161","Georgia Tech","Citadel",0,1,1,1
"4162","Georgia Tech","Clemson",6,1,0.142857142857143,7
"4163","Georgia Tech","Dayton",2,0,0,2
"4164","Georgia Tech","Delaware St",0,1,1,1
"4165","Georgia Tech","Duke",4,0,0,4
"4166","Georgia Tech","ETSU",0,1,1,1
"4167","Georgia Tech","Florida St",3,0,0,3
"4168","Georgia Tech","Fordham",0,1,1,1
"4169","Georgia Tech","Georgia",0,3,1,3
"4170","Georgia Tech","Illinois",1,1,0.5,2
"4171","Georgia Tech","IPFW",0,1,1,1
"4172","Georgia Tech","Kennesaw",0,1,1,1
"4173","Georgia Tech","Louisville",1,0,0,1
"4174","Georgia Tech","Marquette",1,0,0,1
"4175","Georgia Tech","Maryland",1,1,0.5,2
"4176","Georgia Tech","Miami FL",2,2,0.5,4
"4177","Georgia Tech","Mississippi",1,0,0,1
"4178","Georgia Tech","MS Valley St",0,1,1,1
"4179","Georgia Tech","NC A&T",0,1,1,1
"4180","Georgia Tech","NC State",4,0,0,4
"4181","Georgia Tech","North Carolina",5,0,0,5
"4182","Georgia Tech","Northwestern",0,1,1,1
"4183","Georgia Tech","Notre Dame",3,1,0.25,4
"4184","Georgia Tech","Pittsburgh",2,0,0,2
"4185","Georgia Tech","Presbyterian",0,2,1,2
"4186","Georgia Tech","Rhode Island",0,1,1,1
"4187","Georgia Tech","Rice",0,1,1,1
"4188","Georgia Tech","Rider",0,1,1,1
"4189","Georgia Tech","SC Upstate",1,0,0,1
"4190","Georgia Tech","St John's",1,0,0,1
"4191","Georgia Tech","St Mary's CA",0,1,1,1
"4192","Georgia Tech","Syracuse",1,1,0.5,2
"4193","Georgia Tech","Tulane",0,1,1,1
"4194","Georgia Tech","UNC Wilmington",0,1,1,1
"4195","Georgia Tech","Vanderbilt",1,1,0.5,2
"4196","Georgia Tech","Virginia",3,1,0.25,4
"4197","Georgia Tech","Virginia Tech",2,2,0.5,4
"4198","Georgia Tech","Wake Forest",1,4,0.8,5
"4199","Gonzaga","Arizona",1,0,0,1
"4200","Gonzaga","Arkansas",0,1,1,1
"4201","Gonzaga","Baylor",0,1,1,1
"4202","Gonzaga","Bryant",0,1,1,1
"4203","Gonzaga","Butler",1,0,0,1
"4204","Gonzaga","BYU",2,6,0.75,8
"4205","Gonzaga","Cal Poly SLO",0,1,1,1
"4206","Gonzaga","Campbell",0,1,1,1
"4207","Gonzaga","Clemson",0,1,1,1
"4208","Gonzaga","Colorado St",0,1,1,1
"4209","Gonzaga","Coppin St",0,1,1,1
"4210","Gonzaga","CS Sacramento",0,1,1,1
"4211","Gonzaga","Davidson",0,1,1,1
"4212","Gonzaga","Dayton",1,0,0,1
"4213","Gonzaga","Georgia",0,1,1,1
"4214","Gonzaga","Illinois",1,0,0,1
"4215","Gonzaga","Kansas St",1,1,0.5,2
"4216","Gonzaga","Loy Marymount",0,6,1,6
"4217","Gonzaga","Memphis",1,1,0.5,2
"4218","Gonzaga","New Mexico St",0,1,1,1
"4219","Gonzaga","Oakland",0,1,1,1
"4220","Gonzaga","Oklahoma",0,1,1,1
"4221","Gonzaga","Oklahoma St",0,1,1,1
"4222","Gonzaga","Pacific",0,5,1,5
"4223","Gonzaga","Pepperdine",0,7,1,7
"4224","Gonzaga","Portland",1,5,0.833333333333333,6
"4225","Gonzaga","San Diego",1,5,0.833333333333333,6
"4226","Gonzaga","San Francisco",0,7,1,7
"4227","Gonzaga","Santa Clara",0,7,1,7
"4228","Gonzaga","SE Louisiana",0,1,1,1
"4229","Gonzaga","SMU",0,1,1,1
"4230","Gonzaga","South Alabama",0,1,1,1
"4231","Gonzaga","South Dakota",0,1,1,1
"4232","Gonzaga","Southern Utah",0,1,1,1
"4233","Gonzaga","St John's",0,1,1,1
"4234","Gonzaga","St Joseph's PA",0,1,1,1
"4235","Gonzaga","St Mary's CA",0,7,1,7
"4236","Gonzaga","TX Southern",0,1,1,1
"4237","Gonzaga","UCLA",0,1,1,1
"4238","Gonzaga","Washington St",0,3,1,3
"4239","Gonzaga","West Virginia",0,2,1,2
"4240","Gonzaga","Chaminade",0,1,1,1
"4241","Gonzaga","Thomas Aquinas",0,1,1,1
"4242","Grambling","Air Force",1,0,0,1
"4243","Grambling","Alabama A&M",6,0,0,6
"4244","Grambling","Alabama St",6,0,0,6
"4245","Grambling","Alcorn St",6,1,0.142857142857143,7
"4246","Grambling","Arizona St",1,0,0,1
"4247","Grambling","Ark Little Rock",1,0,0,1
"4248","Grambling","Ark Pine Bluff",6,0,0,6
"4249","Grambling","Auburn",1,0,0,1
"4250","Grambling","Ball St",2,0,0,2
"4251","Grambling","Cleveland St",1,0,0,1
"4252","Grambling","DePaul",1,0,0,1
"4253","Grambling","Evansville",1,0,0,1
"4254","Grambling","G Washington",1,0,0,1
"4255","Grambling","Houston",1,0,0,1
"4256","Grambling","Jackson St",6,1,0.142857142857143,7
"4257","Grambling","Marquette",1,0,0,1
"4258","Grambling","Miami OH",1,0,0,1
"4259","Grambling","Missouri St",1,0,0,1
"4260","Grambling","MS Valley St",5,1,0.166666666666667,6
"4261","Grambling","Notre Dame",1,0,0,1
"4262","Grambling","Oregon St",2,0,0,2
"4263","Grambling","Prairie View",5,1,0.166666666666667,6
"4264","Grambling","Purdue",1,0,0,1
"4265","Grambling","SF Austin",1,0,0,1
"4266","Grambling","Southern Miss",1,0,0,1
"4267","Grambling","Southern Univ",6,0,0,6
"4268","Grambling","TCU",2,0,0,2
"4269","Grambling","Texas Tech",1,0,0,1
"4270","Grambling","TX Southern",7,0,0,7
"4271","Grambling","Washington",1,0,0,1
"4272","Grambling","Central Bap",0,1,1,1
"4273","Grambling","Lyon",1,1,0.5,2
"4274","Grambling","Selma AL",0,1,1,1
"4275","G Washington","Boston Univ",0,2,1,2
"4276","G Washington","Bradley",1,0,0,1
"4277","G Washington","Butler",1,0,0,1
"4278","G Washington","Charlotte",0,2,1,2
"4279","G Washington","Colorado",0,1,1,1
"4280","G Washington","Creighton",0,1,1,1
"4281","G Washington","Davidson",2,0,0,2
"4282","G Washington","Dayton",1,2,0.666666666666667,3
"4283","G Washington","Delaware St",0,1,1,1
"4284","G Washington","DePaul",0,1,1,1
"4285","G Washington","Duquesne",1,4,0.8,5
"4286","G Washington","Fordham",0,4,1,4
"4287","G Washington","George Mason",0,4,1,4
"4288","G Washington","Georgia",1,1,0.5,2
"4289","G Washington","Grambling",0,1,1,1
"4290","G Washington","Hofstra",0,2,1,2
"4291","G Washington","James Madison",0,1,1,1
"4292","G Washington","Kansas St",2,0,0,2
"4293","G Washington","La Salle",4,1,0.2,5
"4294","G Washington","Longwood",0,1,1,1
"4295","G Washington","Maine",0,1,1,1
"4296","G Washington","Manhattan",0,2,1,2
"4297","G Washington","Marquette",1,0,0,1
"4298","G Washington","Maryland",0,1,1,1
"4299","G Washington","Massachusetts",1,3,0.75,4
"4300","G Washington","Miami FL",0,1,1,1
"4301","G Washington","Mt St Mary's",1,0,0,1
"4302","G Washington","Notre Dame",1,0,0,1
"4303","G Washington","Ohio",0,1,1,1
"4304","G Washington","Penn St",1,0,0,1
"4305","G Washington","Radford",0,1,1,1
"4306","G Washington","Rhode Island",2,2,0.5,4
"4307","G Washington","Richmond",2,2,0.5,4
"4308","G Washington","Rutgers",1,2,0.666666666666667,3
"4309","G Washington","Sacred Heart",0,1,1,1
"4310","G Washington","Seton Hall",1,0,0,1
"4311","G Washington","St Bonaventure",0,3,1,3
"4312","G Washington","St Joseph's PA",1,2,0.666666666666667,3
"4313","G Washington","St Louis",2,1,0.333333333333333,3
"4314","G Washington","Temple",1,0,0,1
"4315","G Washington","VA Commonwealth",5,1,0.166666666666667,6
"4316","G Washington","Virginia",1,0,0,1
"4317","G Washington","VMI",0,2,1,2
"4318","G Washington","Wichita St",0,1,1,1
"4319","G Washington","Xavier",1,0,0,1
"4320","G Washington","Youngstown St",1,0,0,1
"4321","G Washington","UMBC",0,2,1,2
"4322","Hampton","Alcorn St",0,1,1,1
"4323","Hampton","American Univ",1,1,0.5,2
"4324","Hampton","Appalachian St",1,0,0,1
"4325","Hampton","Ark Pine Bluff",0,1,1,1
"4326","Hampton","Bethune-Cookman",0,3,1,3
"4327","Hampton","Coppin St",3,3,0.5,6
"4328","Hampton","Delaware",1,0,0,1
"4329","Hampton","Delaware St",2,4,0.666666666666667,6
"4330","Hampton","Florida A&M",0,3,1,3
"4331","Hampton","Howard",0,6,1,6
"4332","Hampton","Illinois",1,0,0,1
"4333","Hampton","Iowa",1,0,0,1
"4334","Hampton","James Madison",1,1,0.5,2
"4335","Hampton","Liberty",1,0,0,1
"4336","Hampton","MD E Shore",0,5,1,5
"4337","Hampton","Missouri St",1,0,0,1
"4338","Hampton","Morgan St",3,4,0.571428571428571,7
"4339","Hampton","NC A&T",1,1,0.5,2
"4340","Hampton","NC Central",3,0,0,3
"4341","Hampton","N Dakota St",1,0,0,1
"4342","Hampton","N Illinois",1,0,0,1
"4343","Hampton","NJIT",1,0,0,1
"4344","Hampton","N Kentucky",2,0,0,2
"4345","Hampton","Norfolk St",4,3,0.428571428571429,7
"4346","Hampton","Northern Arizona",0,1,1,1
"4347","Hampton","Ohio",1,0,0,1
"4348","Hampton","Quinnipiac",1,1,0.5,2
"4349","Hampton","Radford",1,1,0.5,2
"4350","Hampton","Richmond",1,0,0,1
"4351","Hampton","Robert Morris",1,0,0,1
"4352","Hampton","Savannah St",1,2,0.666666666666667,3
"4353","Hampton","S Carolina St",1,2,0.666666666666667,3
"4354","Hampton","SC Upstate",2,0,0,2
"4355","Hampton","St Peter's",1,1,0.5,2
"4356","Hampton","Syracuse",1,0,0,1
"4357","Hampton","Tennessee St",0,2,1,2
"4358","Hampton","UNC Wilmington",1,0,0,1
"4359","Hampton","Virginia",1,0,0,1
"4360","Hampton","William & Mary",1,1,0.5,2
"4361","Hampton","Winthrop",1,1,0.5,2
"4362","Hampton","Wofford",1,0,0,1
"4363","Hartford","Albany NY",5,1,0.166666666666667,6
"4364","Hartford","Arizona St",1,0,0,1
"4365","Hartford","Binghamton",0,7,1,7
"4366","Hartford","Boston Univ",0,2,1,2
"4367","Hartford","Central Conn",2,1,0.333333333333333,3
"4368","Hartford","Colorado",1,0,0,1
"4369","Hartford","Dartmouth",0,2,1,2
"4370","Hartford","Fairfield",0,1,1,1
"4371","Hartford","F Dickinson",0,2,1,2
"4372","Hartford","FL Gulf Coast",1,0,0,1
"4373","Hartford","Florida Intl",0,1,1,1
"4374","Hartford","Hofstra",1,0,0,1
"4375","Hartford","Holy Cross",1,3,0.75,4
"4376","Hartford","La Salle",2,0,0,2
"4377","Hartford","Louisville",1,0,0,1
"4378","Hartford","Maine",2,4,0.666666666666667,6
"4379","Hartford","Marist",0,1,1,1
"4380","Hartford","MD Baltimore Co",1,1,0.5,2
"4381","Hartford","Mt St Mary's",1,0,0,1
"4382","Hartford","New Hampshire",2,5,0.714285714285714,7
"4383","Hartford","Niagara",1,1,0.5,2
"4384","Hartford","Notre Dame",1,0,0,1
"4385","Hartford","Quinnipiac",2,1,0.333333333333333,3
"4386","Hartford","Rice",0,1,1,1
"4387","Hartford","Rider",1,0,0,1
"4388","Hartford","Sacred Heart",1,2,0.666666666666667,3
"4389","Hartford","Stony Brook",6,1,0.142857142857143,7
"4390","Hartford","St Peter's",0,2,1,2
"4391","Hartford","Texas A&M",1,0,0,1
"4392","Hartford","Vermont",5,1,0.166666666666667,6
"4393","Hartford","Washington",1,0,0,1
"4394","Hartford","Yale",2,1,0.333333333333333,3
"4395","Hartford","MA Lowell",1,3,0.75,4
"4396","Hartford","UMBC",1,3,0.75,4
"4397","Hartford","Emerson",0,1,1,1
"4398","Harvard","Arizona St",1,0,0,1
"4399","Harvard","Boston College",1,2,0.666666666666667,3
"4400","Harvard","Boston Univ",0,3,1,3
"4401","Harvard","Brown",0,6,1,6
"4402","Harvard","Bryant",0,2,1,2
"4403","Harvard","California",0,1,1,1
"4404","Harvard","Colorado",1,0,0,1
"4405","Harvard","Columbia",1,5,0.833333333333333,6
"4406","Harvard","Connecticut",2,0,0,2
"4407","Harvard","Cornell",1,5,0.833333333333333,6
"4408","Harvard","Dartmouth",1,5,0.833333333333333,6
"4409","Harvard","Denver",0,1,1,1
"4410","Harvard","FL Atlantic",1,1,0.5,2
"4411","Harvard","Fordham",0,2,1,2
"4412","Harvard","Holy Cross",1,2,0.666666666666667,3
"4413","Harvard","Houston",0,1,1,1
"4414","Harvard","Howard",0,1,1,1
"4415","Harvard","Manhattan",0,1,1,1
"4416","Harvard","Massachusetts",1,1,0.5,2
"4417","Harvard","Memphis",1,0,0,1
"4418","Harvard","Northeastern",0,2,1,2
"4419","Harvard","Penn",1,5,0.833333333333333,6
"4420","Harvard","Princeton",1,5,0.833333333333333,6
"4421","Harvard","Rice",0,2,1,2
"4422","Harvard","St Joseph's PA",1,0,0,1
"4423","Harvard","St Mary's CA",1,0,0,1
"4424","Harvard","TCU",0,1,1,1
"4425","Harvard","Vermont",1,2,0.666666666666667,3
"4426","Harvard","Virginia",1,0,0,1
"4427","Harvard","WI Green Bay",0,1,1,1
"4428","Harvard","Yale",2,5,0.714285714285714,7
"4429","Harvard","Grand Canyon",0,1,1,1
"4430","Harvard","MIT",0,2,1,2
"4431","Harvard","St Rose",0,1,1,1
"4432","Hawaii","Ark Pine Bluff",0,2,1,2
"4433","Hawaii","Boise St",1,0,0,1
"4434","Hawaii","BYU",1,0,0,1
"4435","Hawaii","Cal Poly SLO",4,2,0.333333333333333,6
"4436","Hawaii","Colorado",0,1,1,1
"4437","Hawaii","CS Bakersfield",0,1,1,1
"4438","Hawaii","CS Fullerton",0,6,1,6
"4439","Hawaii","CS Northridge",3,4,0.571428571428571,7
"4440","Hawaii","Delaware St",0,1,1,1
"4441","Hawaii","East Carolina",0,1,1,1
"4442","Hawaii","ETSU",0,1,1,1
"4443","Hawaii","High Point",1,0,0,1
"4444","Hawaii","Houston Bap",0,1,1,1
"4445","Hawaii","Illinois",1,0,0,1
"4446","Hawaii","Long Beach St",4,3,0.428571428571429,7
"4447","Hawaii","Marist",0,1,1,1
"4448","Hawaii","MD E Shore",0,1,1,1
"4449","Hawaii","Miami FL",1,0,0,1
"4450","Hawaii","Mississippi",1,0,0,1
"4451","Hawaii","Missouri",1,0,0,1
"4452","Hawaii","Montana",0,1,1,1
"4453","Hawaii","Nebraska",0,1,1,1
"4454","Hawaii","NE Omaha",0,1,1,1
"4455","Hawaii","New Mexico St",1,0,0,1
"4456","Hawaii","New Orleans",0,1,1,1
"4457","Hawaii","Norfolk St",0,1,1,1
"4458","Hawaii","North Dakota",0,1,1,1
"4459","Hawaii","Northern Arizona",0,2,1,2
"4460","Hawaii","Oregon St",0,1,1,1
"4461","Hawaii","Pacific",1,1,0.5,2
"4462","Hawaii","Pepperdine",1,0,0,1
"4463","Hawaii","Pittsburgh",0,1,1,1
"4464","Hawaii","Prairie View",0,1,1,1
"4465","Hawaii","San Francisco",1,0,0,1
"4466","Hawaii","Santa Barbara",4,2,0.333333333333333,6
"4467","Hawaii","Southern Univ",0,1,1,1
"4468","Hawaii","St Mary's CA",0,1,1,1
"4469","Hawaii","Tennessee St",0,1,1,1
"4470","Hawaii","UC Davis",3,4,0.571428571428571,7
"4471","Hawaii","UC Irvine",5,2,0.285714285714286,7
"4472","Hawaii","UC Riverside",1,5,0.833333333333333,6
"4473","Hawaii","UNLV",1,0,0,1
"4474","Hawaii","Wichita St",1,0,0,1
"4475","Hawaii","W Michigan",0,1,1,1
"4476","Hawaii","Chaminade",0,2,1,2
"4477","Hawaii","Hawaii Hilo",0,2,1,2
"4478","High Point","Appalachian St",0,1,1,1
"4479","High Point","Arkansas",1,0,0,1
"4480","High Point","Ark Pine Bluff",0,1,1,1
"4481","High Point","Austin Peay",0,1,1,1
"4482","High Point","Campbell",1,5,0.833333333333333,6
"4483","High Point","Charleston So",2,2,0.5,4
"4484","High Point","Chattanooga",1,0,0,1
"4485","High Point","Clemson",1,0,0,1
"4486","High Point","Coastal Car",2,2,0.5,4
"4487","High Point","CS Bakersfield",0,1,1,1
"4488","High Point","E Kentucky",2,0,0,2
"4489","High Point","Gardner Webb",2,3,0.6,5
"4490","High Point","Georgetown",1,0,0,1
"4491","High Point","Hawaii",0,1,1,1
"4492","High Point","Indiana St",1,0,0,1
"4493","High Point","James Madison",1,1,0.5,2
"4494","High Point","Liberty",0,5,1,5
"4495","High Point","Longwood",0,5,1,5
"4496","High Point","Morgan St",2,0,0,2
"4497","High Point","Ohio St",1,0,0,1
"4498","High Point","Presbyterian",0,4,1,4
"4499","High Point","Radford",5,1,0.166666666666667,6
"4500","High Point","Richmond",1,0,0,1
"4501","High Point","SF Austin",1,0,0,1
"4502","High Point","Syracuse",1,0,0,1
"4503","High Point","UNC Asheville",1,3,0.75,4
"4504","High Point","UNC Greensboro",1,2,0.666666666666667,3
"4505","High Point","VMI",1,3,0.75,4
"4506","High Point","Wake Forest",1,0,0,1
"4507","High Point","William & Mary",1,2,0.666666666666667,3
"4508","High Point","Winthrop",1,4,0.8,5
"4509","High Point","W Michigan",2,0,0,2
"4510","High Point","Wofford",1,1,0.5,2
"4511","High Point","Ferrum",0,2,1,2
"4512","High Point","Lee-McRae",0,1,1,1
"4513","High Point","Thomas GA",0,1,1,1
"4514","High Point","Peace",0,1,1,1
"4515","Hofstra","Appalachian St",0,1,1,1
"4516","Hofstra","Belmont",1,0,0,1
"4517","Hofstra","Central Conn",0,2,1,2
"4518","Hofstra","Col Charleston",1,3,0.75,4
"4519","Hofstra","Columbia",1,0,0,1
"4520","Hofstra","Coppin St",0,1,1,1
"4521","Hofstra","Delaware",5,2,0.285714285714286,7
"4522","Hofstra","Drexel",4,2,0.333333333333333,6
"4523","Hofstra","Elon",0,2,1,2
"4524","Hofstra","F Dickinson",1,1,0.5,2
"4525","Hofstra","FL Atlantic",1,0,0,1
"4526","Hofstra","George Mason",2,0,0,2
"4527","Hofstra","Georgia St",1,1,0.5,2
"4528","Hofstra","G Washington",2,0,0,2
"4529","Hofstra","Hartford",0,1,1,1
"4530","Hofstra","Jackson St",0,1,1,1
"4531","Hofstra","Jacksonville",0,1,1,1
"4532","Hofstra","James Madison",4,2,0.333333333333333,6
"4533","Hofstra","La Salle",1,0,0,1
"4534","Hofstra","Long Island",1,1,0.5,2
"4535","Hofstra","Louisville",1,0,0,1
"4536","Hofstra","Manhattan",2,0,0,2
"4537","Hofstra","Marshall",0,1,1,1
"4538","Hofstra","Monmouth NJ",2,0,0,2
"4539","Hofstra","NC State",1,0,0,1
"4540","Hofstra","NJIT",0,1,1,1
"4541","Hofstra","Norfolk St",0,1,1,1
"4542","Hofstra","Northeastern",6,0,0,6
"4543","Hofstra","Old Dominion",0,1,1,1
"4544","Hofstra","Purdue",1,0,0,1
"4545","Hofstra","Richmond",1,0,0,1
"4546","Hofstra","Sacred Heart",1,0,0,1
"4547","Hofstra","S Dakota St",0,1,1,1
"4548","Hofstra","Siena",1,0,0,1
"4549","Hofstra","SMU",2,0,0,2
"4550","Hofstra","South Florida",1,0,0,1
"4551","Hofstra","Stony Brook",0,1,1,1
"4552","Hofstra","Towson",5,1,0.166666666666667,6
"4553","Hofstra","Tulane",2,0,0,2
"4554","Hofstra","UNC Wilmington",2,5,0.714285714285714,7
"4555","Hofstra","Wagner",1,1,0.5,2
"4556","Hofstra","William & Mary",5,2,0.285714285714286,7
"4557","Hofstra","Wright St",1,0,0,1
"4558","Holy Cross","Albany NY",0,2,1,2
"4559","Holy Cross","American Univ",6,1,0.142857142857143,7
"4560","Holy Cross","Army",3,3,0.5,6
"4561","Holy Cross","Belmont",1,0,0,1
"4562","Holy Cross","Boston College",1,0,0,1
"4563","Holy Cross","Boston Univ",3,1,0.25,4
"4564","Holy Cross","Brown",0,1,1,1
"4565","Holy Cross","Bucknell",5,2,0.285714285714286,7
"4566","Holy Cross","Canisius",2,0,0,2
"4567","Holy Cross","Colgate",2,4,0.666666666666667,6
"4568","Holy Cross","Columbia",0,1,1,1
"4569","Holy Cross","Dartmouth",0,1,1,1
"4570","Holy Cross","Fairfield",0,1,1,1
"4571","Holy Cross","Hartford",3,1,0.25,4
"4572","Holy Cross","Harvard",2,1,0.333333333333333,3
"4573","Holy Cross","Lafayette",5,2,0.285714285714286,7
"4574","Holy Cross","Lehigh",3,4,0.571428571428571,7
"4575","Holy Cross","Loyola MD",1,4,0.8,5
"4576","Holy Cross","Maine",0,1,1,1
"4577","Holy Cross","Michigan",1,0,0,1
"4578","Holy Cross","Morgan St",0,1,1,1
"4579","Holy Cross","Navy",1,5,0.833333333333333,6
"4580","Holy Cross","New Hampshire",0,2,1,2
"4581","Holy Cross","NJIT",0,2,1,2
"4582","Holy Cross","North Carolina",1,0,0,1
"4583","Holy Cross","Old Dominion",0,1,1,1
"4584","Holy Cross","Pittsburgh",1,0,0,1
"4585","Holy Cross","Providence",1,0,0,1
"4586","Holy Cross","Sacred Heart",1,2,0.666666666666667,3
"4587","Holy Cross","San Francisco",0,1,1,1
"4588","Holy Cross","St John's",1,0,0,1
"4589","Holy Cross","Syracuse",1,0,0,1
"4590","Holy Cross","UT San Antonio",1,0,0,1
"4591","Holy Cross","Yale",1,0,0,1
"4592","Holy Cross","Nichols",0,1,1,1
"4593","Houston","Alcorn St",0,1,1,1
"4594","Houston","Ark Pine Bluff",1,0,0,1
"4595","Houston","Boise St",1,0,0,1
"4596","Houston","Chicago St",0,1,1,1
"4597","Houston","Cincinnati",4,0,0,4
"4598","Houston","Connecticut",1,2,0.666666666666667,3
"4599","Houston","East Carolina",2,1,0.333333333333333,3
"4600","Houston","Florida A&M",0,1,1,1
"4601","Houston","Grambling",0,1,1,1
"4602","Houston","Harvard",1,0,0,1
"4603","Houston","Houston Bap",0,1,1,1
"4604","Houston","Howard",0,1,1,1
"4605","Houston","Lehigh",0,1,1,1
"4606","Houston","Louisville",3,0,0,3
"4607","Houston","Marshall",0,1,1,1
"4608","Houston","Memphis",4,1,0.2,5
"4609","Houston","Morgan St",0,1,1,1
"4610","Houston","MS Valley St",0,1,1,1
"4611","Houston","Murray St",0,1,1,1
"4612","Houston","Prairie View",1,1,0.5,2
"4613","Houston","Rice",1,3,0.75,4
"4614","Houston","Rutgers",1,1,0.5,2
"4615","Houston","San Jose St",1,1,0.5,2
"4616","Houston","S Carolina St",1,0,0,1
"4617","Houston","SMU",4,3,0.428571428571429,7
